"CODEST","NOMEST","SUBTIPEST","caca","codasi","nomasi","tipo","crdtsects","duracion","teopra","fechainicio","fechafin","dia","horaini","horafin","aula","descaula","clase_activ","descactiv"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","21/09/2015","21/09/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","22/09/2015","27/09/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","28/09/2015","28/09/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","29/09/2015","04/10/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","05/10/2015","05/10/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","06/10/2015","18/10/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","19/10/2015","19/10/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","20/10/2015","25/10/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","26/10/2015","26/10/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","27/10/2015","01/11/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","02/11/2015","02/11/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","03/11/2015","08/11/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","09/11/2015","09/11/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","10/11/2015","15/11/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","16/11/2015","16/11/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","17/11/2015","22/11/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","23/11/2015","23/11/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","24/11/2015","29/11/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","30/11/2015","30/11/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","01/12/2015","06/12/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","07/12/2015","07/12/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","08/12/2015","13/12/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","14/12/2015","14/12/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","15/12/2015","20/12/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","21/12/2015","21/12/2015","1","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","T","22/12/2015","23/12/2015","3","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","10/09/2015","23/12/2015","3","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PPR","PRÁCTICAS DE PROBLEMAS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","24/09/2015","24/09/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","22/10/2015","22/10/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","05/11/2015","05/11/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","19/11/2015","19/11/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","03/12/2015","03/12/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","17/12/2015","17/12/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","10/09/2015","23/12/2015","3","10:00","11:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PPR","PRÁCTICAS DE PROBLEMAS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","24/09/2015","24/09/2015","4","09:00","11:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","22/10/2015","22/10/2015","4","09:00","11:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","05/11/2015","05/11/2015","4","09:00","11:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","19/11/2015","19/11/2015","4","09:00","11:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","03/12/2015","03/12/2015","4","09:00","11:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","17/12/2015","17/12/2015","4","09:00","11:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","24/09/2015","24/09/2015","4","11:00","13:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","22/10/2015","22/10/2015","4","11:00","13:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","05/11/2015","05/11/2015","4","11:00","13:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","19/11/2015","19/11/2015","4","11:00","13:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","03/12/2015","03/12/2015","4","11:00","13:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","17/12/2015","17/12/2015","4","11:00","13:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","24/09/2015","24/09/2015","4","11:00","13:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","22/10/2015","22/10/2015","4","11:00","13:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","05/11/2015","05/11/2015","4","11:00","13:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","19/11/2015","19/11/2015","4","11:00","13:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","03/12/2015","03/12/2015","4","11:00","13:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34500","FUNDAMENTOS QUÍMICOS DE LA INGENIERÍA","T","6","S","P","17/12/2015","17/12/2015","4","11:00","13:00","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","10/09/2015","17/09/2015","4","08:00","09:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","10/09/2015","17/09/2015","3","11:30","12:30","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","18/09/2015","18/09/2015","5","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","19/09/2015","30/11/2015","3","11:30","12:30","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","19/09/2015","30/11/2015","4","08:00","09:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","01/12/2015","01/12/2015","2","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","02/12/2015","14/12/2015","4","08:00","09:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","02/12/2015","14/12/2015","3","11:30","12:30","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","15/12/2015","15/12/2015","2","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","16/12/2015","23/12/2015","4","08:00","09:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","T","16/12/2015","23/12/2015","3","11:30","12:30","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","22/09/2015","24/11/2015","2","08:00","09:30","0016PB001","LABORATORIO DE FÍSICA I - PLANTA BAJA - ESCUELA POLITÉCNICA SUPERIOR I","PLA","PRÁCTICAS DE LABORATORIO"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","02/10/2015","16/10/2015","5","08:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","30/10/2015","30/10/2015","5","08:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","13/11/2015","13/11/2015","5","08:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","27/11/2015","27/11/2015","5","08:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","11/12/2015","11/12/2015","5","08:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","22/09/2015","24/11/2015","2","09:30","11:00","0016PB001","LABORATORIO DE FÍSICA I - PLANTA BAJA - ESCUELA POLITÉCNICA SUPERIOR I","PLA","PRÁCTICAS DE LABORATORIO"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","01/10/2015","01/10/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","15/10/2015","15/10/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","29/10/2015","29/10/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","12/11/2015","12/11/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","26/11/2015","26/11/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","10/12/2015","10/12/2015","4","09:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","PTG","TUTORIES GRUPALS"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","22/09/2015","24/11/2015","2","11:30","13:00","0016PB001","LABORATORIO DE FÍSICA I - PLANTA BAJA - ESCUELA POLITÉCNICA SUPERIOR I","PLA","PRÁCTICAS DE LABORATORIO"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34501","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA I","T","6","S","P","22/09/2015","24/11/2015","2","13:00","14:30","0016PB001","LABORATORIO DE FÍSICA I - PLANTA BAJA - ESCUELA POLITÉCNICA SUPERIOR I","PLA","PRÁCTICAS DE LABORATORIO"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","27/01/2016","27/01/2016","3","12:30","13:30","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","28/01/2016","02/02/2016","2","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","28/01/2016","02/02/2016","1","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","03/02/2016","03/02/2016","3","11:30","12:30","0030P1016","(A2/0E12) AULA E12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","04/02/2016","04/04/2016","2","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","04/02/2016","04/04/2016","1","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","05/04/2016","05/04/2016","2","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","05/04/2016","05/04/2016","2","11:30","12:30","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","06/04/2016","20/05/2016","1","09:00","10:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
"C204","GRADO EN INGENIERÍA QUÍMICA","GRA","2015-16","34502","FUNDAMENTOS FÍSICOS DE LA INGENIERÍA II","T","6","S","T","06/04/2016","20/05/2016","2","10:00","11:00","0030P1012","(A2/0D12) AULA D12 - PLANTA 1 - AULARIO II","TEO","CLASE TEÓRICA"
